record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,,,,PDL,ZS,10940,VDLW,N31074800,E121401800,,N31074800,E121401800,W0060,00013,1,,470,WGE,LIUZAO,S,Simulation application continuation,UN,W0065,00013,72463,1904,SEEUD        PDL   ZS110940VDLW N31074800E121401800    N31074800E121401800W0060000131  470WGELIUZAO                        ,SEEUD        PDL   ZS2S    UN                                             W006500013                                       
S,EEU,D,,,,,PDV,LB,11490,VDH,N42031230,E024523470,,N42031230,E024523470,E0060,00600,2,,381,WGE,PLOVDIV,S,Simulation application continuation,UU,E0058,00600,72465,2505,SEEUD        PDV   LB111490VDH  N42031230E024523470    N42031230E024523470E0060006002  381WGEPLOVDIV                       ,SEEUD        PDV   LB2S    UU                                             E005800600                                       
S,EEU,D,,,,,PEK,ZB,11470,VDLW,N40025400,E116440600,,N40025400,E116440600,W0080,00203,1,,497,WGE,GUANZHUANG,S,Simulation application continuation,UN,W0076,00203,72469,2411,SEEUD        PEK   ZB111470VDLW N40025400E116440600    N40025400E116440600W0080002031  497WGEGUANZHUANG                    ,SEEUD        PEK   ZB2S    UN                                             W007600203                                       
S,EEU,D,,,,,PER,US,10820,VDHW,N57551450,E056014210,,N57551450,E056014210,E0160,00400,2,,320,WGE,PERM,S,Simulation application continuation,UN,E0162,00400,72471,2013,SEEUD        PER   US110820VDHW N57551450E056014210    N57551450E056014210E0160004002  320WGEPERM                          ,SEEUD        PER   US2S    UN                                             E016200400                                       
S,EEU,D,,,,,PKK,UH,11370,VDHW,N53114110,E158260590,,N53114110,E158260590,W0070,00098,2,,,WGE,YELIZOVO,S,Simulation application continuation,UN,W0075,00098,72473,2302,SEEUD        PKK   UH111370VDHW N53114110E158260590    N53114110E158260590W0070000982     WGEYELIZOVO                      ,SEEUD        PKK   UH2S    UN                                             W007500098                                       
S,EEU,D,,,,,PLR,UE,11290,VDHW,N66243000,E112013740,,N66243000,E112013740,W0110,01772,2,,394,WGE,POLIARNY,S,Simulation application continuation,UN,W0111,01772,72479,2408,SEEUD        PLR   UE111290VDHW N66243000E112013740    N66243000E112013740W0110017722  394WGEPOLIARNY                      ,SEEUD        PLR   UE2S    UN                                             W011101772                                       
S,EEU,D,,,,,PLT,ZS,11160,VDHW,N25483000,E114523000,,N25483000,E114523000,W0030,00535,2,,,WGE,PANLONG,S,Simulation application continuation,UN,W0041,00535,72483,1913,SEEUD        PLT   ZS111160VDHW N25483000E114523000    N25483000E114523000W0030005352     WGEPANLONG                       ,SEEUD        PLT   ZS2S    UN                                             W004100535                                       
S,EEU,D,,,,,PNZ,UW,11380,VDHW,N53064990,E045010360,,N53064990,E045010360,E0120,00600,2,,564,WGE,PENZA,S,Simulation application continuation,UN,E0119,00600,72489,2502,SEEUD        PNZ   UW111380VDHW N53064990E045010360    N53064990E045010360E0120006002  564WGEPENZA                         ,SEEUD        PNZ   UW2S    UN                                             E011900600                                       
S,EEU,D,,,,,POU,ZG,11410,VDHW,N23011800,E113112400,,N23011800,E113112400,W0030,00089,2,,469,WGE,PINGZHOU,S,Simulation application continuation,UN,W0032,00089,72493,2501,SEEUD        POU   ZG111410VDHW N23011800E113112400    N23011800E113112400W0030000892  469WGEPINGZHOU                      ,SEEUD        POU   ZG2S    UN                                             W003200089                                       
S,EEU,D,,,,,PPD,LZ,11210,VDH,N49035280,E020210040,,N49035280,E020210040,E0060,02382,2,,427,WGE,TATRY,S,Simulation application continuation,UN,E0062,02382,72495,2310,SEEUD        PPD   LZ111210VDH  N49035280E020210040    N49035280E020210040E0060023822  427WGETATRY                         ,SEEUD        PPD   LZ2S    UN                                             E006202382                                       
S,EEU,D,,,,,PSK,UA,11250,VDH,N54470290,E069130870,,N54470290,E069130870,E0120,00500,2,,500,WGE,PETROPAVLOVSK,S,Simulation application continuation,UN,E0129,00500,72503,2008,SEEUD        PSK   UA111250VDH  N54470290E069130870    N54470290E069130870E0120005002  500WGEPETROPAVLOVSK                 ,SEEUD        PSK   UA2S    UN                                             E012900500                                       
S,EEU,D,,,,,PTB,LH,11710,VDH,N47090800,E018443200,,N47090800,E018443200,E0050,00430,2,,349,WGE,PUSZTASZABOLCS,S,Simulation application continuation,UN,E0056,00430,72509,2106,SEEUD        PTB   LH111710VDH  N47090800E018443200    N47090800E018443200E0050004302  349WGEPUSZTASZABOLCS                ,SEEUD        PTB   LH2S    UN                                             E005600430                                       
S,EEU,D,,,,,PTG,UN,11340,VDHW,N61355590,E090004800,,N61355550,E090004800,E0080,00200,2,,,WGE,PODKAMENNAYA TUNGUSKA,S,Simulation application continuation,UN,E0074,00200,72511,2413,SEEUD        PTG   UN111340VDHW N61355590E090004800    N61355550E090004800E0080002002     WGEPODKAMENNAYA TUNGUSKA         ,SEEUD        PTG   UN2S    UN                                             E007400200                                       
S,EEU,D,,,,,PTR,UH,11060,VDHW,N45145120,E147585040,,N45145120,E147585040,W0080,00394,2,,,WGE,ITURUP,S,Simulation application continuation,UN,W0090,00394,72515,1710,SEEUD        PTR   UH111060VDHW N45145120E147585040    N45145120E147585040W0080003942     WGEITURUP                        ,SEEUD        PTR   UH2S    UN                                             W009000394                                       
S,EEU,D,,,,,PTZ,UL,10925,VDHW,N61531550,E034093970,,N61531550,E034093970,E0140,00200,2,,,WGE,PETROZAVODSK,S,Simulation application continuation,UN,E0143,00200,72517,2504,SEEUD        PTZ   UL110925VDHW N61531550E034093970    N61531550E034093970E0140002002     WGEPETROZAVODSK                  ,SEEUD        PTZ   UL2S    UN                                             E014300200                                       
S,EEU,D,,,,,PUD,ZS,11690,VDHW,N31101800,E121470000,,N31101800,E121470000,W0060,00049,2,,441,WGE,PUDONG,S,Simulation application continuation,UN,W0066,00049,72519,2105,SEEUD        PUD   ZS111690VDHW N31101800E121470000    N31101800E121470000W0060000492  441WGEPUDONG                        ,SEEUD        PUD   ZS2S    UN                                             W006600049                                       
S,EEU,D,,,,,PVL,UA,11400,VDHW,N52123460,E077054210,,N52123460,E077054210,E0090,00500,2,,578,WGE,PAVLODAR,S,Simulation application continuation,UN,E0091,00500,72521,1912,SEEUD        PVL   UA111400VDHW N52123460E077054210    N52123460E077054210E0090005002  578WGEPAVLODAR                      ,SEEUD        PVL   UA2S    UN                                             E009100500                                       
S,EEU,D,,,,,PWK,UH,11000,VDHW,N69480870,E170353060,,N69480870,E170353060,W0040,00001,2,,521,WGE,PEVEK,S,Simulation application continuation,UN,W0057,00001,72523,2106,SEEUD        PWK   UH111000VDHW N69480870E170353060    N69480870E170353060W0040000012  521WGEPEVEK                         ,SEEUD        PWK   UH2S    UN                                             W005700001                                       
S,EEU,D,,,,,QBL,UB,11250,VDHW,N40495660,E047430580,,N40495660,E047430580,E0060,01300,2,,505,WGE,GABALA,S,Simulation application continuation,UU,E0067,,72525,1310,SEEUD        QBL   UB111250VDHW N40495660E047430580    N40495660E047430580E0060013002  505WGEGABALA                        ,SEEUD        QBL   UB2S    UU                                             E0067                                            
S,EEU,D,,,,,QJG,ZU,11270,VDHW,N29030600,E106395400,,N29030600,E106395400,W0030,01398,2,,488,WGE,QIJIANG,S,Simulation application continuation,UN,W0028,01398,72527,2413,SEEUD        QJG   ZU111270VDHW N29030600E106395400    N29030600E106395400W0030013982  488WGEQIJIANG                       ,SEEUD        QJG   ZU2S    UN                                             W002801398                                       
S,EEU,D,,,,,QNX,ZU,11310,VDHW,N27023000,E106014800,,N27023000,E106014800,W0020,00001,2,,499,WGE,QIANXI,S,Simulation application continuation,UN,W0025,,72529,1601,SEEUD        QNX   ZU111310VDHW N27023000E106014800    N27023000E106014800W0020000012  499WGEQIANXI                        ,SEEUD        QNX   ZU2S    UN                                             W0025                                            
S,EEU,D,,,,,QTV,ZW,11210,VDHW,N43591800,E089364200,,N43591800,E089364200,E0020,02000,2,,,WGE,QITAI,S,Simulation application continuation,UY,E0019,,72531,1601,SEEUD        QTV   ZW111210VDHW N43591800E089364200    N43591800E089364200E0020020002     WGEQITAI                         ,SEEUD        QTV   ZW2S    UY                                             E0019                                            
S,EEU,D,,,,,RDO,EP,11385,VDH,N51235990,E021155660,,N51235990,E021155660,E0070,00600,2,,378,WGE,RADOM (WARSAW),S,Simulation application continuation,UN,E0068,00600,72537,2505,SEEUD        RDO   EP111385VDH  N51235990E021155660    N51235990E021155660E0070006002  378WGERADOM (WARSAW)                ,SEEUD        RDO   EP2S    UN                                             E006800600                                       
S,EEU,D,,,,,RG,UW,11230,VDH,N54322220,E055531300,,N54322220,E055531300,E0130,00492,2,,442,WGE,UFA,S,Simulation application continuation,UU,E0138,00492,72539,1806,SEEUD        RG    UW111230VDH  N54322220E055531300    N54322220E055531300E0130004922  442WGEUFA                           ,SEEUD        RG    UW2S    UU                                             E013800492                                       
S,EEU,D,,,,,RIA,EV,11400,VDHW,N56551510,E023575470,,N56551510,E023575470,E0100,00100,2,,442,WGE,RIGA,S,Simulation application continuation,UN,E0089,00100,72541,2205,SEEUD        RIA   EV111400VDHW N56551510E023575470    N56551510E023575470E0100001002  442WGERIGA                          ,SEEUD        RIA   EV2S    UN                                             E008900100                                       
S,EEU,D,,,,,RK,UW,11300,VDHW,N51423770,E046110530,,N51423770,E046110530,E0110,00100,2,,426,WGE,GAGARIN,S,Simulation application continuation,UN,E0113,00100,72545,2313,SEEUD        RK    UW111300VDHW N51423770E046110530    N51423770E046110530E0110001002  426WGEGAGARIN                       ,SEEUD        RK    UW2S    UN                                             E011300100                                       
S,EEU,D,,,,,RKN,UE,11580,VDHW,N68443600,E161203600,,N68443600,E161203600,W0100,00098,2,,,WGE,CHERSKY,S,Simulation application continuation,UN,W0099,00098,72547,2409,SEEUD        RKN   UE111580VDHW N68443600E161203600    N68443600E161203600W0100000982     WGECHERSKY                       ,SEEUD        RKN   UE2S    UN                                             W009900098                                       
S,EEU,D,,,,,RKZ,ZU,11350,VDHW,N29211800,E089161800,,N29211800,E089161800,E0000,12484,2,,578,WGE,RIKAZE,S,Simulation application continuation,UN,E0002,12484,72549,1913,SEEUD        RKZ   ZU111350VDHW N29211800E089161800    N29211800E089161800E0000124842  578WGERIKAZE                        ,SEEUD        RKZ   ZU2S    UN                                             E000212484                                       
S,EEU,D,,,,,ROS,UR,11700,VDHW,N47300320,E039560080,,N47300320,E039560080,E0080,00300,2,,361,WGE,PLATOV (ROSTOV-NA-DONU),S,Simulation application continuation,UY,E0087,00300,72555,2013,SEEUD        ROS   UR111700VDHW N47300320E039560080    N47300320E039560080E0080003002  361WGEPLATOV (ROSTOV-NA-DONU)       ,SEEUD        ROS   UR2S    UY                                             E008700300                                       
S,EEU,D,,,,,RSW,EP,11060,VDH,N50063100,E022080250,,N50063100,E022080250,E0060,00700,2,,,WGE,LUKAWIEC,S,Simulation application continuation,UN,E0067,00700,72563,2406,SEEUD        RSW   EP111060VDH  N50063100E022080250    N50063100E022080250E0060007002     WGELUKAWIEC                      ,SEEUD        RSW   EP2S    UN                                             E006700700                                       
S,EEU,D,,,,,RT,UU,11790,VDHW,N55324430,E038093710,,N55324430,E038093710,E0120,00394,2,,,WGE,RAMENSKOYE,S,Simulation application continuation,UN,E0120,00394,72565,2109,SEEUD        RT    UU111790VDHW N55324430E038093710    N55324430E038093710E0120003942     WGERAMENSKOYE                    ,SEEUD        RT    UU2S    UN                                             E012000394                                       
S,EEU,D,,,,,RUD,EP,11510,VDHW,N52495000,E023422600,,N52495000,E023422600,E0060,00600,2,,343,WGE,SKUPOWO,S,Simulation application continuation,UN,E0077,00600,72567,2406,SEEUD        RUD   EP111510VDHW N52495000E023422600    N52495000E023422600E0060006002  343WGESKUPOWO                       ,SEEUD        RUD   EP2S    UN                                             E007700600                                       
S,EEU,D,,,,,SAG,LH,11440,VDH,N48002900,E020594700,,N48002900,E020594700,E0060,00371,2,,389,WGE,SAJOHIDVEG,S,Simulation application continuation,UN,E0061,00371,72581,2106,SEEUD        SAG   LH111440VDH  N48002900E020594700    N48002900E020594700E0060003712  389WGESAJOHIDVEG                    ,SEEUD        SAG   LH2S    UN                                             E006100371                                       
S,EEU,D,,,,,SAO,UU,11630,VDHW,N55043100,E033182800,,N55043100,E033182800,E0100,00886,2,,340,WGE,SAFONOVO,S,Simulation application continuation,UN,E0107,00886,72583,2201,SEEUD        SAO   UU111630VDHW N55043100E033182800    N55043100E033182800E0100008862  340WGESAFONOVO                      ,SEEUD        SAO   UU2S    UN                                             E010700886                                       
